14	3	2	1006	0	0	0	0
231	180	110	1083	0	0	0	0
0	0	1	1004	0	0	0	0
368	163	165	1089	0	0	0	0
2	4	4	1004	0	0	0	0
16	11	5	1007	0	0	0	0
198	85	94	1037	0	0	0	0
29	12	10	1017	0	0	0	0
42	23	17	1014	0	0	0	0
442	211	179	1072	0	0	0	0
11	5	6	1005	0	0	0	0
29	19	23	1014	0	0	0	0
1	1	3	1005	0	0	0	0
126	60	62	1026	0	0	0	0
233	82	68	1048	0	0	0	0
11	1	5	1006	0	0	0	0
65	31	22	1017	0	0	0	0
10	5	5	1012	0	0	0	0
9	0	2	1005	0	0	0	0
294	154	99	1064	0	0	0	0
1	0	0	1007	0	0	0	0
22	15	15	1007	0	0	0	0
393	195	172	1088	0	0	0	0
12	3	1	1007	0	0	0	0
6	1	3	1006	0	0	0	0
215	81	75	1027	0	0	0	0
1	0	0	1004	0	0	0	0
287	141	114	1062	0	0	0	0
339	202	144	1068	0	0	0	0
61	29	25	1025	0	0	0	0
125	70	33	1022	0	0	0	0
14	10	14	1008	0	0	0	0
228	113	102	1030	0	0	0	0
210	119	106	1036	0	0	0	0
94	39	33	1022	0	0	0	0
388	139	151	1067	0	0	0	0
2	0	1	1004	0	0	0	0
1	2	1	1004	0	0	0	0
68	25	30	1018	0	0	0	0
197	84	93	1035	0	0	0	0
417	189	209	1071	0	0	0	0
24	13	9	1012	0	0	0	0
17	5	4	1010	0	0	0	0
52	22	20	1018	0	0	0	0
1	2	3	1014	0	0	0	0
378	184	146	1057	0	0	0	0
598	300	246	1096	0	0	0	0
45	30	20	1008	0	0	0	0
49	43	20	1025	0	0	0	0
20	6	6	1011	0	0	0	0
200	114	84	1041	0	0	0	0
1	0	0	1004	0	0	0	0
123	46	40	1028	0	0	0	0
32	6	10	1010	0	0	0	0
32	7	15	1006	0	0	0	0
148	64	59	1029	0	0	0	0
377	196	172	1077	0	0	0	0
34	13	13	1011	0	0	0	0
50	56	28	1022	0	0	0	0
422	168	162	1061	0	0	0	0
193	78	76	1033	0	0	0	0
1	0	2	1004	0	0	0	0
149	81	76	1017	0	0	0	0
8	12	2	1008	0	0	0	0
530	248	216	1081	0	0	0	0
168	96	85	1034	0	0	0	0
325	172	135	1059	0	0	0	0
258	105	96	1047	0	0	0	0
0	0	0	1004	0	0	0	0
4	2	2	1005	0	0	0	0
23	13	9	1011	0	0	0	0
41	16	10	1018	0	0	0	0
276	120	119	1070	0	0	0	0
143	86	56	1033	0	0	0	0
143	96	60	1044	0	0	0	0
2	0	0	1004	0	0	0	0
55	31	10	1015	0	0	0	0
343	183	118	1067	0	0	0	0
17	6	7	1004	0	0	0	0
131	62	58	1023	0	0	0	0
22	12	6	1011	0	0	0	0
232	91	80	1036	0	0	0	0
17	5	5	1008	0	0	0	0
312	159	139	1048	0	0	0	0
34	12	10	1013	0	0	0	0
330	173	147	1080	0	0	0	0
16	4	5	1007	0	0	0	0
14	6	3	1011	0	0	0	0
411	189	136	1083	0	0	0	0
209	110	80	1046	0	0	0	0
4	1	6	1007	0	0	0	0
259	91	94	1055	0	0	0	0
272	117	117	1044	0	0	0	0
513	294	182	1107	0	0	0	0
383	156	149	1074	0	0	0	0
13	3	2	1006	0	0	0	0
346	153	124	1051	0	0	0	0
0	0	0	1004	0	0	0	0
23	10	9	1010	0	0	0	0
7	0	5	1006	0	0	0	0
6	3	1	1005	0	0	0	0
2	0	0	1005	0	0	0	0
66	20	19	1012	0	0	0	0
124	49	57	1023	0	0	0	0
10	3	7	1008	0	0	0	0
459	197	215	1101	0	0	0	0
2	3	2	1005	0	0	0	0
34	15	10	1014	0	0	0	0
373	209	127	1072	0	0	0	0
1	0	0	1004	0	0	0	0
149	91	56	1032	0	0	0	0
360	159	145	1046	0	0	0	0
128	74	49	1017	0	0	0	0
223	103	98	1046	0	0	0	0
474	245	178	1083	0	0	0	0
211	76	71	1047	0	0	0	0
258	147	110	1049	0	0	0	0
3	2	1	1006	0	0	0	0
6	4	2	1006	0	0	0	0
0	0	0	1005	0	0	0	0
32	16	11	1006	0	0	0	0
434	220	172	1066	0	0	0	0
5	1	0	1004	0	0	0	0
3	1	0	1006	0	0	0	0
147	67	62	1051	0	0	0	0
639	283	252	1100	0	0	0	0
160	62	65	1045	0	0	0	0
10	2	2	1005	0	0	0	0
6	0	0	1006	0	0	0	0
462	219	203	1062	0	0	0	0
12	2	4	1009	0	0	0	0
389	202	152	1056	0	0	0	0
0	0	1	1004	0	0	0	0
535	215	195	1085	0	0	0	0
200	102	84	1033	0	0	0	0
577	300	255	1131	0	0	0	0
1	0	0	1004	0	0	0	0
23	9	7	1008	0	0	0	0
484	208	215	1080	0	0	0	0
451	164	198	1074	0	0	0	0
333	175	133	1049	0	0	0	0
102	48	59	1027	0	0	0	0
673	287	274	1119	0	0	0	0
6	0	7	1008	0	0	0	0
179	83	78	1031	0	0	0	0
403	180	161	1054	0	0	0	0
76	26	42	1032	0	0	0	0
98	69	46	1019	0	0	0	0
48	32	35	1017	0	0	0	0
45	34	16	1018	0	0	0	0
252	104	95	1051	0	0	0	0
20	8	8	1010	0	0	0	0
0	0	1	1004	0	0	0	0
7	2	1	1009	0	0	0	0
645	275	261	1105	0	0	0	0
21	2	9	1007	0	0	0	0
191	78	92	1030	0	0	0	0
25	17	8	1017	0	0	0	0
151	54	43	1031	0	0	0	0
9	1	3	1007	0	0	0	0
450	199	202	1075	0	0	0	0
9	2	4	1004	0	0	0	0
1	0	0	1006	0	0	0	0
3	1	1	1004	0	0	0	0
6	2	2	1009	0	0	0	0
34	22	10	1021	0	0	0	0
19	12	20	1013	0	0	0	0
2	0	0	1004	0	0	0	0
323	126	135	1063	0	0	0	0
386	196	158	1053	0	0	0	0
8	4	0	1010	0	0	0	0
1	4	3	1007	0	0	0	0
372	179	152	1073	0	0	0	0
123	57	49	1025	0	0	0	0
490	191	178	1080	0	0	0	0
10	6	3	1006	0	0	0	0
36	17	12	1014	0	0	0	0
54	30	28	1015	0	0	0	0
226	85	99	1037	0	0	0	0
101	56	42	1019	0	0	0	0
1	0	1	1009	0	0	0	0
208	91	77	1042	0	0	0	0
35	13	21	1017	0	0	0	0
51	30	26	1020	0	0	0	0
509	240	233	1081	0	0	0	0
30	18	16	1009	0	0	0	0
358	208	165	1064	0	0	0	0
9	7	4	1009	0	0	0	0
1	2	0	1005	0	0	0	0
8	2	3	1004	0	0	0	0
98	53	29	1030	0	0	0	0
208	87	77	1041	0	0	0	0
614	299	287	1101	0	0	0	0
338	191	159	1062	0	0	0	0
165	101	48	1032	0	0	0	0
3	0	0	1004	0	0	0	0
7	1	1	1006	0	0	0	0
152	54	58	1028	0	0	0	0
227	95	91	1040	0	0	0	0
4	0	0	1005	0	0	0	0
177	117	83	1029	0	0	0	0
322	155	126	1052	0	0	0	0
533	248	229	1089	0	0	0	0
6	1	5	1004	0	0	0	0
10	2	0	1007	0	0	0	0
38	16	15	1009	0	0	0	0
61	28	25	1026	0	0	0	0
160	92	66	1028	0	0	0	0
10	1	5	1005	0	0	0	0
462	205	190	1096	0	0	0	0
70	33	29	1021	0	0	0	0
451	227	173	1095	0	0	0	0
120	57	53	1032	0	0	0	0
82	67	44	1020	0	0	0	0
2	1	1	1005	0	0	0	0
520	244	226	1082	0	0	0	0
188	71	69	1033	0	0	0	0
250	140	83	1037	0	0	0	0
25	6	10	1012	0	0	0	0
356	181	155	1066	0	0	0	0
2	0	0	1004	0	0	0	0
9	9	1	1006	0	0	0	0
374	163	145	1076	0	0	0	0
43	35	24	1024	0	0	0	0
631	249	286	1112	0	0	0	0
2	0	1	1004	0	0	0	0
