28	200	1141	1037	1298
28	182	1072	1061	1280
32	196	1137	1057	1360
27	174	1110	995	1324
37	196	1107	1067	1300
27	199	1143	1053	1294
27	184	1142	1016	1291
35	204	1117	1041	1246
44	166	1119	1013	1258
34	185	1157	1016	1257
28	177	1057	1068	1264
30	200	1049	1043	1251
40	176	1108	1029	1319
36	210	1107	997	1273
31	203	1069	980	1316
30	174	1136	1052	1329
28	205	1107	1029	1246
29	195	1095	1100	1250
34	169	1043	1024	1330
40	197	1105	1034	1260
38	218	1111	1016	1307
25	162	1091	1048	1272
34	183	1090	1078	1336
32	179	1067	990	1297
26	192	1098	1032	1274
26	199	1107	1072	1290
25	175	1012	1052	1291
31	166	1130	989	1277
23	189	1131	1034	1265
24	195	1112	1036	1318
31	177	1138	1056	1334
22	172	1067	1057	1306
41	198	1064	1073	1338
30	187	1137	1000	1242
28	187	1137	1027	1278
33	189	1107	1042	1381
28	193	1053	1006	1310
39	184	1050	1061	1262
26	167	1133	1076	1301
33	196	1082	1074	1293
20	178	1119	1062	1330
28	191	1138	1033	1286
35	191	1123	1044	1308
33	189	1090	1023	1336
29	182	1138	1023	1295
30	183	1182	1022	1273
32	194	1147	1042	1278
26	190	1132	1082	1340
32	177	1094	1007	1307
21	179	1107	1037	1311
36	185	1143	1036	1227
37	172	1173	1060	1317
37	199	1109	1001	1307
27	190	1076	1054	1261
35	191	1094	1027	1338
31	182	1061	1020	1313
28	174	1079	1133	1212
33	193	1097	1041	1301
24	195	1152	1005	1334
24	184	1111	1082	1290
40	201	1095	1056	1296
22	203	1019	1007	1331
25	168	1102	1055	1232
36	186	1067	1034	1281
28	175	1066	1065	1331
35	187	1093	1050	1294
32	198	1121	1027	1297
31	172	1093	1061	1267
36	195	1081	1041	1297
36	211	1095	1012	1265
25	189	1152	1083	1289
31	208	1148	1062	1269
28	180	1129	1086	1286
26	184	1084	1105	1300
36	190	1162	1056	1273
25	190	1068	1101	1305
37	181	1121	1051	1284
35	197	1111	1048	1291
32	190	1071	1074	1307
28	196	1137	995	1300
30	196	1110	1088	1254
32	199	1057	1061	1256
19	173	1103	998	1289
34	182	1065	1068	1276
22	175	1084	1054	1256
33	183	1077	1068	1302
34	194	1055	1047	1297
31	186	1134	1015	1293
37	170	1114	1055	1282
30	203	1104	1097	1309
24	185	1112	1044	1283
23	198	1095	1048	1287
27	188	1091	1070	1269
34	187	1097	1032	1301
24	177	1066	1091	1337
35	219	1117	1053	1274
29	191	1078	1029	1301
31	188	1061	1012	1295
25	182	1094	1030	1319
29	192	1119	1059	1332
30	182	1109	1083	1261
35	199	1096	982	1345
31	188	1141	1036	1317
32	189	1138	1060	1301
33	189	1107	1051	1290
31	207	1121	1008	1291
25	196	1152	1080	1281
26	185	1160	1079	1255
34	200	1154	1003	1306
38	182	1182	1061	1278
37	188	1143	1038	1336
24	215	1143	1047	1252
22	183	1119	1016	1343
28	187	1098	1038	1287
36	185	1104	1061	1286
30	183	1141	1026	1288
33	203	1128	1072	1274
32	203	1089	1015	1310
22	202	1083	1060	1290
20	184	1082	1041	1323
25	195	1116	1059	1275
31	185	1125	1019	1291
19	184	1119	1048	1292
18	179	1073	1094	1302
33	171	1056	1126	1268
28	175	1115	1066	1318
42	197	1050	1059	1289
19	189	1129	1037	1272
25	200	1080	1104	1363
25	194	1106	1070	1331
30	158	1145	1055	1365
24	200	1114	1019	1259
33	190	1120	1035	1301
27	207	1111	1007	1318
37	169	1105	1090	1298
29	205	1132	1013	1342
23	195	1064	1070	1307
30	185	1059	1002	1314
37	211	1107	1039	1253
31	183	1106	993	1379
19	184	1114	1080	1313
21	163	1071	1020	1282
24	177	1096	1012	1340
37	176	1129	1015	1325
30	208	1104	1015	1334
27	191	1114	1035	1302
23	187	1143	1041	1283
26	213	1093	1024	1305
35	168	1114	1042	1264
23	213	1115	1036	1336
22	187	1147	1091	1252
27	153	1139	1036	1298
22	198	1119	1024	1309
28	177	1118	1077	1286
32	192	1063	1084	1261
35	185	1126	1014	1260
24	206	1144	1034	1287
29	200	1161	1083	1238
34	185	1088	1013	1295
51	205	1058	1045	1298
31	196	1125	1008	1305
42	206	1103	969	1347
27	175	1076	1070	1377
23	188	1085	1040	1328
33	174	1098	1043	1276
33	196	1138	1078	1280
26	177	1145	1028	1256
34	195	1191	1030	1268
28	174	1103	1045	1310
28	197	1171	1037	1319
33	197	1118	1008	1304
20	178	1103	1015	1326
29	196	1122	1036	1297
26	194	1088	1039	1298
27	189	1137	1082	1242
28	187	1061	1059	1328
33	194	1146	1005	1255
32	192	1116	1056	1317
24	192	1164	1039	1309
24	176	1087	1062	1323
27	211	1065	1062	1288
33	199	1125	1020	1300
37	189	1081	1108	1341
21	200	1094	1103	1322
22	193	1098	1071	1312
32	171	1148	974	1345
33	205	1063	1086	1331
35	201	1135	1047	1311
24	171	1154	1070	1271
31	176	1147	1020	1322
30	206	1166	1035	1278
30	207	1080	1032	1300
31	211	1070	1051	1247
27	198	1127	1027	1306
28	179	1129	1034	1246
23	171	1055	1043	1285
20	200	1099	1086	1337
36	191	1117	1076	1269
30	200	1113	1005	1278
28	175	1119	984	1359
23	201	1097	990	1233
25	185	1134	1050	1255
16	176	1089	1046	1269
24	228	1113	1012	1325
34	179	1076	1023	1285
27	195	1145	1076	1270
27	194	1114	1032	1332
26	220	1067	1060	1292
23	182	1103	1032	1303
38	175	1086	1020	1267
35	214	1059	1047	1364
26	192	1140	1005	1267
36	181	1148	1051	1293
28	189	1099	1040	1287
35	181	1106	1038	1274
29	194	1144	1044	1277
19	162	1026	1090	1328
23	199	1083	1069	1309
38	163	1080	1081	1273
21	204	1131	1086	1294
26	176	1104	970	1293
29	182	1092	1077	1367
23	183	1119	1015	1281
31	189	1068	1039	1229
23	181	1120	1054	1331
24	205	1112	1068	1342
31	220	1032	1083	1272
35	187	1068	1092	1307
29	187	1021	1022	1301
25	190	1103	1031	1317
26	196	1120	1054	1220
26	185	1090	1037	1339
23	198	1148	1061	1321
35	199	1090	991	1292
27	158	1186	1055	1280
32	183	1070	996	1370
31	198	1097	1076	1282
25	190	1070	1032	1361
25	178	1139	1024	1345
28	201	1103	1030	1270
31	182	1121	1011	1305
44	184	1107	1039	1300
24	195	1128	1002	1282
28	151	1100	1028	1269
33	218	1128	1089	1293
42	204	1118	1054	1274
28	186	1142	1068	1311
31	206	1146	1019	1322
22	210	1072	1015	1381
26	186	1117	1058	1328
21	213	1087	1070	1274
33	184	1096	1000	1329
48	172	1125	1093	1313
25	182	1125	991	1328
24	190	1136	1049	1244
24	210	1067	1036	1332
38	210	1132	1031	1284
27	195	1120	1006	1357
24	182	1165	992	1350
35	182	1155	1066	1267
36	172	1075	1046	1286
31	181	1136	1037	1268
34	172	1093	1043	1306
34	186	1112	1116	1265
25	187	1125	1053	1284
28	203	1108	1022	1300
31	192	1071	1076	1272
34	175	1132	1054	1271
30	184	1124	1033	1290
27	211	1137	1058	1288
27	176	1094	1081	1271
22	199	1099	1054	1305
29	208	1131	1046	1278
35	196	1131	1061	1292
28	191	1173	1009	1260
31	187	1101	1027	1265
33	178	1096	975	1219
22	203	1034	1077	1285
19	201	1150	998	1273
33	181	1140	1068	1279
26	189	1102	1069	1239
31	178	1126	1016	1279
25	209	1167	1025	1282
32	181	1133	1092	1332
33	194	1094	1022	1297
32	182	1108	993	1333
33	192	1139	1092	1325
23	187	1110	1035	1287
41	180	1136	1076	1255
36	188	1101	1064	1343
24	210	1138	1067	1276
26	181	1152	1064	1271
28	208	1117	1037	1276
30	187	1090	1055	1292
21	194	1055	1078	1388
25	198	1117	980	1304
27	218	1046	1067	1344
41	212	1107	1013	1238
34	190	1109	1017	1271
26	196	1173	992	1254
31	170	1150	1024	1330
27	180	1145	1020	1273
36	194	1145	1099	1303
33	196	1089	1083	1332
25	173	1092	1048	1290
39	189	1121	1066	1347
28	183	1093	1033	1234
20	176	1052	1094	1303
41	180	1097	1042	1245
32	188	1162	1016	1244
30	206	1114	952	1300
26	171	1102	1028	1290
32	186	1060	1045	1337
29	180	1112	1042	1331
25	196	1117	1087	1283
39	164	1150	1074	1266
27	183	1128	946	1294
23	204	1120	1057	1323
36	188	1092	1065	1279
23	177	1132	1066	1258
27	196	1082	1058	1326
35	233	1110	1034	1344
44	200	1078	1048	1290
37	190	1107	1002	1328
19	198	1114	1024	1311
28	193	1090	1030	1298
24	196	1038	1058	1322
29	180	1095	1073	1227
33	179	1099	1029	1315
22	200	1110	1041	1300
28	200	1107	1074	1305
24	170	1130	1040	1277
41	192	1101	1093	1296
33	174	1086	1046	1251
26	189	1148	1028	1316
32	193	1091	1007	1281
32	216	1102	1026	1287
34	169	1173	1009	1319
23	180	1088	1040	1331
32	166	1114	1022	1322
33	195	1122	1073	1286
30	170	1097	1063	1292
38	183	1088	1014	1335
28	196	1130	1046	1326
38	221	1146	1044	1287
20	188	1096	1012	1358
30	167	1102	1053	1315
32	192	1156	1030	1285
23	173	1110	978	1328
25	182	1101	1081	1336
24	189	1125	1061	1253
24	212	1110	1002	1286
32	193	1104	1012	1308
24	196	1100	1070	1290
25	207	1063	1051	1336
29	216	1107	1025	1284
26	171	1078	1052	1302
38	163	1123	961	1324
22	171	1154	1044	1325
41	166	1161	969	1276
29	170	1142	997	1293
30	176	1113	1069	1290
38	194	1191	1004	1288
22	178	1128	1098	1288
18	158	1088	1056	1314
35	190	1097	1053	1301
25	188	1150	1050	1243
39	197	1065	1041	1293
31	184	1098	1018	1324
23	191	1130	1086	1263
26	202	1119	1036	1317
31	180	1114	1084	1324
33	177	1081	1032	1318
35	152	1125	1026	1260
27	178	1120	1030	1268
