vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,4891,1097,19,0,0,1,15,0,1,0
0,0,0,0,0,0,4921,1060,17,0,2,1,10,0,2,0
0,0,0,0,0,0,4946,1080,153,0,4,2,160,2,3,1
0,0,0,0,0,0,4890,1104,5,0,0,1,1,0,0,0
0,0,0,0,0,0,4833,1121,88,0,4,1,80,3,1,0
0,0,0,0,0,0,4938,1067,4,0,0,0,2,0,0,0
0,0,0,0,0,0,4976,1059,126,0,2,1,119,2,4,0
0,0,0,0,0,0,4883,1062,372,0,11,2,274,3,0,1
2,0,2,2,0,0,4894,1106,62,0,4,0,45,1,3,0
0,0,0,0,0,0,4886,1113,3,0,0,0,1,0,0,0
0,0,0,0,0,0,4892,1105,163,0,2,2,163,3,2,2
0,0,0,0,0,0,4873,1109,202,0,4,2,226,1,1,1
0,0,0,0,0,0,4910,1075,271,0,4,1,375,2,2,2
0,0,0,0,0,0,4874,1106,213,0,1,2,193,1,6,2
0,0,0,0,0,0,4874,1080,89,0,5,0,62,1,1,0
2,0,2,2,1,0,4936,1074,245,0,8,4,291,0,2,2
0,0,0,0,0,0,4893,1099,98,0,0,2,105,1,3,0
0,0,0,0,0,0,4875,1104,12,0,0,0,4,0,0,0
0,0,0,0,0,0,4903,1076,177,0,4,1,172,2,3,1
0,0,0,0,0,0,4886,1116,70,0,3,2,67,2,2,2
0,0,0,0,0,0,4869,1105,33,0,1,0,20,1,3,0
0,0,0,0,0,0,4858,1098,86,0,1,1,86,0,1,0
0,0,0,0,0,0,4938,1110,21,0,1,2,17,3,0,0
1,0,1,1,0,0,4926,1095,57,0,1,1,38,1,1,0
0,0,0,0,0,0,4858,1144,189,0,6,2,213,2,1,1
0,0,0,0,0,0,4875,1108,6,0,1,0,1,0,0,0
0,0,0,0,0,0,4893,1094,23,0,1,0,8,0,0,0
0,0,0,0,0,0,4815,1116,9,0,0,1,5,0,0,0
0,0,0,0,0,0,4910,1075,188,0,6,1,144,4,2,1
0,0,0,0,0,0,4863,1097,23,0,1,0,17,0,1,0
0,0,0,0,0,0,4945,1078,46,0,1,1,48,0,1,0
0,0,0,0,0,0,4944,1107,44,0,3,0,38,1,1,0
1,0,1,1,0,0,4894,1088,171,0,5,3,244,0,0,1
2,0,2,2,0,0,4878,1078,430,0,8,4,406,2,9,4
1,0,1,1,0,0,4894,1084,281,0,7,5,304,2,5,0
0,0,0,0,0,0,4984,1069,113,0,2,0,102,1,1,0
0,0,0,0,0,0,4865,1109,64,0,3,3,28,0,1,0
0,0,0,0,0,0,4957,1093,144,0,0,2,185,1,3,0
0,0,0,0,0,0,4913,1095,176,1,6,4,169,1,0,0
0,0,0,0,0,0,4912,1064,1,0,0,0,3,0,0,0
1,0,1,1,0,1,4974,1069,385,0,3,3,372,7,3,4
0,0,0,0,0,0,4920,1104,252,0,2,3,269,3,5,2
0,0,0,0,0,0,4867,1092,21,0,2,0,18,0,0,0
0,0,0,0,0,0,4855,1080,131,0,3,2,146,0,2,0
1,0,1,1,0,0,4932,1083,57,0,5,0,50,3,2,0
0,0,0,0,0,0,4922,1079,3,0,0,0,9,0,0,0
0,0,0,0,0,0,4855,1090,26,0,0,1,12,1,0,1
0,0,0,0,0,0,4975,1099,44,0,4,1,34,0,2,0
2,0,2,2,0,0,4903,1109,312,0,10,5,342,1,4,4
0,0,0,0,0,0,4897,1102,143,0,3,1,146,1,1,2
0,0,0,0,0,0,4907,1065,414,0,10,9,414,4,6,2
0,0,0,0,0,0,4960,1065,112,0,6,0,106,0,1,0
0,0,0,0,0,0,4907,1091,29,0,4,1,34,1,0,0
0,0,0,0,0,0,4927,1105,34,0,3,0,28,0,0,0
0,0,0,0,0,0,4927,1074,16,0,2,0,10,0,0,0
0,0,0,0,0,0,4912,1089,326,0,10,2,267,5,1,3
0,0,0,0,0,0,4892,1084,20,0,0,0,23,0,0,0
0,0,0,0,0,0,4854,1117,68,0,0,1,55,1,0,0
2,0,2,2,0,0,4950,1086,360,0,5,3,349,6,4,5
1,0,1,1,0,0,4914,1091,162,1,1,2,204,0,5,4
0,0,0,0,0,0,4864,1109,178,0,7,5,196,2,2,1
0,0,0,0,0,0,4886,1083,115,0,2,1,115,0,1,1
0,0,0,0,0,0,4887,1088,109,0,2,0,136,3,2,1
0,0,0,0,0,0,4881,1108,177,0,0,2,183,2,5,0
0,0,0,0,0,0,4900,1089,27,0,1,0,24,1,1,0
0,0,0,0,0,0,4958,1087,382,0,8,5,382,3,7,1
0,0,0,0,0,0,4860,1089,271,0,9,5,251,4,2,4
0,0,0,0,0,0,4833,1119,35,0,2,1,47,1,2,1
0,0,0,0,0,0,4906,1096,140,0,1,1,153,3,2,0
0,0,0,0,0,0,4831,1119,22,0,1,0,11,1,0,0
0,0,0,0,0,0,4954,1110,12,0,0,0,8,0,0,0
0,0,0,0,0,0,4959,1108,115,0,0,2,101,1,1,0
1,0,1,1,0,0,4871,1106,189,0,6,3,201,4,0,1
0,0,0,0,0,0,4979,1082,2,0,0,0,3,0,0,0
1,0,1,1,0,0,4844,1098,161,0,2,3,143,4,4,3
