vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,5456,532,13,0,0,1,8,1,0,0
0,0,0,0,0,0,5434,546,47,0,0,0,40,1,0,2
0,0,0,0,0,0,5489,539,0,0,1,0,1,0,0,0
0,0,0,0,0,0,5469,525,62,0,3,1,29,0,0,1
0,0,0,0,0,0,5419,538,6,0,0,0,4,0,0,0
0,0,0,0,0,0,5472,533,24,0,0,0,11,0,0,1
2,0,2,2,0,0,5502,532,87,0,2,0,67,0,0,0
0,0,0,0,0,0,5440,507,86,0,3,0,119,0,3,0
0,0,0,0,0,0,5454,549,21,0,1,0,23,0,1,0
0,0,0,0,0,0,5465,534,167,0,3,2,242,0,1,0
0,0,0,0,0,0,5465,534,15,0,0,1,8,1,0,0
0,0,0,0,0,0,5453,529,26,0,1,0,22,1,0,0
0,0,0,0,0,0,5473,513,3,0,0,0,3,0,1,0
2,0,2,2,0,0,5462,517,113,0,2,0,146,0,1,3
0,0,0,0,0,0,5410,544,48,0,1,1,33,1,0,1
0,0,0,0,0,0,5474,538,11,0,2,0,8,0,0,0
0,0,0,0,0,0,5452,541,139,0,3,0,139,0,3,0
0,0,0,0,0,0,5439,541,21,0,0,1,7,0,0,0
0,0,0,0,0,0,5451,530,7,0,0,0,5,0,0,0
1,0,1,1,1,0,5460,541,362,0,7,4,431,1,2,3
0,0,0,0,0,0,5425,550,4,0,0,0,0,0,1,1
0,0,0,0,0,0,5441,516,167,0,2,0,181,0,0,1
0,0,0,0,0,0,5517,532,17,0,0,1,12,0,0,0
0,0,0,0,0,0,5490,533,10,0,1,0,9,0,0,1
0,0,0,0,0,0,5452,551,8,0,1,0,4,0,0,0
0,0,0,0,0,0,5451,532,31,0,0,0,25,0,0,0
0,0,0,0,0,0,5447,540,1,0,0,0,0,0,0,0
0,0,0,0,0,0,5408,524,238,0,3,0,268,1,2,0
1,0,1,1,1,0,5445,539,288,0,6,3,362,4,4,0
0,0,0,0,0,0,5435,523,94,0,2,1,150,2,3,0
0,0,0,0,0,0,5501,520,218,0,7,0,235,1,3,1
0,0,0,0,0,0,5508,544,16,0,0,0,6,0,0,0
0,0,0,0,0,0,5452,531,37,0,0,0,20,0,0,0
0,0,0,0,0,0,5424,536,179,0,0,0,228,1,2,1
2,0,2,2,0,0,5451,528,468,0,9,4,509,0,4,0
0,0,0,0,0,0,5494,558,121,0,4,0,115,1,5,1
0,0,0,0,0,0,5439,534,3,0,0,0,0,0,0,0
0,0,0,0,0,0,5493,557,1,0,0,1,3,0,0,0
0,0,0,0,0,0,5488,520,171,0,4,0,236,0,3,3
0,0,0,0,0,0,5439,535,203,0,6,0,203,1,3,0
0,0,0,0,0,0,5500,549,74,0,3,0,40,1,0,1
1,0,1,1,1,0,5503,523,222,0,3,1,207,0,5,1
0,0,0,0,0,0,5414,545,15,0,0,1,11,1,0,1
0,0,0,0,0,0,5394,542,22,0,0,0,36,0,0,0
0,0,0,0,0,0,5471,549,7,0,1,0,9,0,0,1
0,0,0,0,0,0,5472,529,13,0,1,1,5,0,0,0
0,0,0,0,0,0,5412,533,229,0,2,1,247,0,0,2
0,0,0,0,0,0,5561,512,70,0,1,2,124,1,1,1
0,0,0,0,0,0,5470,543,50,0,2,0,45,1,1,0
1,0,1,1,0,0,5463,536,183,0,3,2,244,0,3,3
0,0,0,0,0,0,5422,554,37,0,0,1,41,0,0,2
0,0,0,0,0,0,5490,535,1,0,0,0,0,0,0,0
1,0,1,1,1,0,5440,558,145,0,4,0,99,1,3,2
1,0,1,1,1,0,5489,539,260,0,4,1,452,4,5,4
0,0,0,0,0,0,5451,550,31,0,0,0,19,0,0,0
1,0,1,1,0,0,5463,541,130,0,3,1,86,1,0,1
1,0,1,1,0,0,5430,545,770,0,10,6,809,2,8,5
0,0,0,0,0,0,5424,548,305,0,9,1,268,0,3,0
0,0,0,0,0,0,5517,526,19,0,0,1,9,0,0,1
1,0,1,1,1,0,5464,540,300,0,7,1,422,1,6,2
0,0,0,0,0,0,5450,523,70,0,1,1,89,2,1,0
0,0,0,0,0,0,5423,546,3,0,0,0,0,0,0,0
0,0,0,0,0,0,5443,533,89,0,2,0,86,1,0,0
0,0,0,0,0,0,5466,523,13,0,2,0,5,1,0,0
1,0,1,1,1,0,5448,537,219,0,2,3,239,4,5,0
1,0,1,1,1,0,5513,533,48,0,0,0,50,0,1,1
1,0,1,1,1,0,5415,536,188,0,1,2,204,3,5,0
0,0,0,0,0,0,5402,549,118,0,4,1,114,1,2,3
0,0,0,0,0,0,5474,530,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5411,539,6,0,0,0,3,0,0,0
0,0,0,0,0,0,5526,537,13,0,1,0,5,0,0,0
0,0,0,0,0,0,5519,548,49,0,1,3,26,1,1,1
0,0,0,0,0,0,5446,536,11,0,0,0,9,0,1,0
0,0,0,0,0,0,5525,536,89,0,2,0,92,0,0,1
