177	87	63	3042	0	0	0	0
22	12	5	3015	0	0	0	0
172	70	52	3025	0	0	0	0
281	124	86	3063	0	0	0	0
34	23	18	3017	0	0	0	0
21	8	6	3014	0	0	0	0
10	1	8	3010	0	0	0	0
125	78	55	3029	0	0	0	0
9	10	4	3014	0	0	0	0
204	81	59	3051	0	0	0	0
91	41	30	3049	0	0	0	0
111	48	54	3030	0	0	0	0
120	59	58	3031	0	0	0	0
14	1	9	3016	0	0	0	0
117	37	33	3027	0	0	0	0
35	11	10	3015	0	0	0	0
4	1	1	3010	0	0	0	0
125	42	44	3028	0	0	0	0
88	39	37	3046	0	0	0	0
174	95	78	3048	0	0	0	0
67	26	25	3024	0	0	0	0
97	45	35	3036	0	0	0	0
61	19	37	3027	0	0	0	0
229	71	89	3049	0	0	0	0
320	139	146	3066	0	0	0	0
40	19	29	3014	0	0	0	0
4	0	0	3009	0	0	0	0
17	11	6	3012	0	0	0	0
108	54	35	3045	0	0	0	0
31	16	19	3019	0	0	0	0
279	146	107	3053	0	0	0	0
82	43	35	3029	0	0	0	0
253	96	99	3072	0	0	0	0
9	1	4	3014	0	0	0	0
71	26	33	3014	0	0	0	0
114	47	36	3030	0	0	0	0
95	37	39	3028	0	0	0	0
25	18	7	3013	0	0	0	0
144	61	66	3039	0	0	0	0
45	21	19	3019	0	0	0	0
148	53	51	3048	0	0	0	0
74	31	31	3044	0	0	0	0
317	143	124	3080	0	0	0	0
223	82	73	3056	0	0	0	0
36	12	27	3018	0	0	0	0
184	98	84	3034	0	0	0	0
370	173	136	3080	0	0	0	0
5	0	2	3009	0	0	0	0
76	27	22	3029	0	0	0	0
46	19	34	3010	0	0	0	0
56	22	18	3033	0	0	0	0
237	147	101	3050	0	0	0	0
13	13	7	3016	0	0	0	0
93	42	34	3027	0	0	0	0
60	16	19	3023	0	0	0	0
159	45	56	3046	0	0	0	0
70	48	27	3042	0	0	0	0
53	22	36	3026	0	0	0	0
257	99	109	3058	0	0	0	0
301	153	126	3086	0	0	0	0
60	28	26	3031	0	0	0	0
178	64	69	3038	0	0	0	0
150	56	79	3025	0	0	0	0
131	72	57	3056	0	0	0	0
263	119	114	3045	0	0	0	0
113	56	45	3038	0	0	0	0
17	5	11	3011	0	0	0	0
127	53	50	3037	0	0	0	0
13	3	5	3012	0	0	0	0
157	68	47	3036	0	0	0	0
348	169	119	3099	0	0	0	0
104	49	41	3030	0	0	0	0
163	68	79	3035	0	0	0	0
42	8	13	3022	0	0	0	0
240	80	92	3056	0	0	0	0
41	12	12	3019	0	0	0	0
90	39	19	3016	0	0	0	0
292	110	108	3048	0	0	0	0
199	87	76	3054	0	0	0	0
10	6	7	3017	0	0	0	0
102	60	50	3028	0	0	0	0
2	3	1	3010	0	0	0	0
4	1	3	3010	0	0	0	0
135	47	60	3037	0	0	0	0
206	61	73	3049	0	0	0	0
172	62	56	3051	0	0	0	0
115	34	42	3036	0	0	0	0
33	24	9	3018	0	0	0	0
132	61	43	3037	0	0	0	0
272	117	110	3068	0	0	0	0
227	98	94	3046	0	0	0	0
108	47	56	3019	0	0	0	0
88	41	30	3032	0	0	0	0
48	30	29	3026	0	0	0	0
33	11	13	3027	0	0	0	0
248	131	106	3051	0	0	0	0
23	2	12	3012	0	0	0	0
234	76	97	3051	0	0	0	0
99	52	42	3029	0	0	0	0
4	4	2	3009	0	0	0	0
291	125	101	3061	0	0	0	0
22	11	17	3014	0	0	0	0
83	34	28	3035	0	0	0	0
125	43	53	3048	0	0	0	0
117	41	51	3029	0	0	0	0
110	44	36	3049	0	0	0	0
116	34	44	3026	0	0	0	0
16	6	4	3010	0	0	0	0
47	31	14	3023	0	0	0	0
105	46	37	3033	0	0	0	0
66	27	27	3033	0	0	0	0
234	90	96	3065	0	0	0	0
70	23	32	3027	0	0	0	0
234	129	98	3053	0	0	0	0
274	145	120	3061	0	0	0	0
113	53	65	3032	0	0	0	0
89	37	29	3028	0	0	0	0
161	59	70	3039	0	0	0	0
264	103	92	3059	0	0	0	0
53	22	29	3018	0	0	0	0
187	47	60	3049	0	0	0	0
320	148	133	3060	0	0	0	0
31	21	12	3027	0	0	0	0
46	21	22	3024	0	0	0	0
96	50	44	3030	0	0	0	0
59	24	20	3020	0	0	0	0
40	17	17	3022	0	0	0	0
278	118	123	3071	0	0	0	0
157	69	55	3039	0	0	0	0
