vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
1,0,1,1,0,0,4329,1657,128,0,6,0,89,1,0,1
0,0,0,0,0,0,4300,1681,21,0,0,0,17,0,0,0
1,0,1,1,0,0,4392,1634,338,0,18,4,260,1,4,1
0,0,0,0,0,0,4320,1672,74,0,2,1,49,2,1,0
0,0,0,0,0,0,4268,1689,22,0,2,1,21,0,0,0
1,0,1,1,0,0,4335,1667,181,0,3,2,177,2,2,1
0,0,0,0,0,0,4366,1670,13,0,2,0,9,0,0,0
0,0,0,0,0,0,4286,1660,188,0,5,3,169,1,3,3
0,0,0,0,0,0,4329,1674,13,0,1,2,15,0,0,0
1,0,1,1,0,0,4329,1667,346,0,10,2,344,4,1,0
1,0,1,1,0,0,4326,1672,208,0,4,3,159,1,3,4
1,0,1,1,0,0,4288,1691,227,0,7,2,161,3,5,1
0,0,0,0,0,0,4291,1695,73,0,4,2,59,1,1,1
0,0,0,0,0,0,4319,1662,24,0,2,1,14,0,1,1
0,0,0,0,0,0,4300,1650,342,0,11,4,324,5,4,1
0,0,0,0,0,0,4328,1684,131,0,2,0,113,0,1,0
0,0,0,0,0,0,4326,1667,6,0,1,0,1,0,0,0
0,0,0,0,0,0,4323,1653,150,0,6,2,145,4,1,3
0,0,0,0,0,0,4304,1676,59,0,2,0,70,1,4,1
0,0,0,0,0,0,4317,1687,59,0,2,1,40,0,1,0
0,0,0,0,0,0,4310,1664,95,0,1,0,125,1,4,0
0,0,0,0,0,0,4315,1641,141,0,4,4,143,1,1,1
0,0,0,0,0,0,4401,1645,256,0,5,0,248,5,3,1
2,0,2,2,0,1,4374,1645,362,0,10,2,323,2,2,2
3,0,3,3,0,0,4307,1690,346,0,9,5,389,3,5,2
0,0,0,0,0,0,4323,1661,13,0,2,1,11,0,1,0
0,0,0,0,0,0,4338,1649,3,0,0,0,1,0,0,0
1,0,1,1,0,0,4264,1664,112,0,2,1,91,2,2,0
1,0,1,1,0,1,4331,1655,189,0,7,2,166,2,7,1
0,0,0,0,0,0,4269,1690,48,0,1,0,47,1,1,0
0,0,0,0,0,0,4327,1694,30,0,0,1,13,1,1,0
0,0,0,0,0,0,4350,1702,154,0,3,2,138,1,3,0
0,0,0,0,0,0,4321,1660,293,0,6,3,323,2,4,2
0,0,0,0,0,0,4287,1673,11,0,2,2,8,0,0,0
