vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,4891,1097,19,0,0,1,15,0,1,0
0,0,0,0,0,0,4921,1060,17,0,2,1,10,0,2,0
0,0,0,0,0,0,4946,1080,242,0,4,1,240,2,6,0
0,0,0,0,0,0,4890,1104,5,0,0,1,1,0,0,0
0,0,0,0,0,0,4833,1121,171,0,4,4,160,3,4,0
0,0,0,0,0,0,4938,1067,4,0,0,0,2,0,0,0
0,0,0,0,0,0,4975,1059,254,0,3,0,232,2,3,3
0,0,0,0,0,0,4883,1062,236,0,9,4,188,3,1,0
0,0,0,0,0,0,4896,1106,92,0,4,0,78,1,2,1
0,0,0,0,0,0,4886,1113,3,0,0,0,1,0,0,0
1,0,1,1,0,0,4892,1105,251,0,6,5,212,1,1,1
0,0,0,0,0,0,4872,1109,233,0,4,1,243,2,5,0
2,0,2,2,0,0,4909,1075,268,0,9,3,323,1,4,0
1,0,1,1,0,0,4872,1106,380,0,10,1,364,3,1,0
0,0,0,0,0,0,4874,1080,114,0,4,0,105,1,2,0
0,0,0,0,0,0,4935,1074,339,0,11,5,272,4,6,2
1,0,1,1,0,0,4888,1099,322,0,5,4,360,5,5,0
0,0,0,0,0,0,4875,1104,12,0,0,0,4,0,0,0
0,0,0,0,0,0,4904,1076,149,0,3,2,155,1,0,1
0,0,0,0,0,0,4887,1116,66,0,4,2,59,1,1,2
0,0,0,0,0,0,4869,1105,33,0,1,0,20,1,3,0
0,0,0,0,0,0,4858,1098,79,0,1,1,75,0,1,0
0,0,0,0,0,0,4938,1110,24,0,1,2,18,3,0,0
0,0,0,0,0,0,4928,1095,21,0,0,1,15,0,1,0
0,0,0,0,0,0,4857,1144,236,0,3,1,223,3,0,0
0,0,0,0,0,0,4875,1108,6,0,1,0,1,0,0,0
0,0,0,0,0,0,4893,1094,24,0,1,0,8,0,0,0
0,0,0,0,0,0,4815,1116,9,0,0,1,5,0,0,0
0,0,0,0,0,0,4910,1075,204,0,3,1,169,5,0,1
0,0,0,0,0,0,4863,1097,23,0,1,0,17,0,1,0
0,0,0,0,0,0,4945,1078,46,0,1,0,37,0,0,0
0,0,0,0,0,0,4944,1107,44,0,3,0,38,1,1,0
0,0,0,0,0,0,4892,1088,345,0,8,2,341,3,5,2
0,0,0,0,0,0,4881,1078,376,0,10,2,393,1,5,2
0,0,0,0,0,0,4896,1084,185,0,7,3,136,2,3,3
0,0,0,0,0,0,4984,1069,119,0,4,1,111,0,1,0
0,0,0,0,0,0,4865,1109,52,0,3,2,27,0,1,0
0,0,0,0,0,0,4957,1093,54,0,1,0,55,1,1,0
1,0,1,1,0,0,4910,1095,420,0,6,4,481,3,4,2
0,0,0,0,0,0,4912,1064,1,0,0,0,3,0,0,0
1,0,1,1,0,1,4978,1069,122,0,5,2,103,2,0,0
0,0,0,0,0,0,4921,1104,210,0,7,2,214,2,4,0
0,0,0,0,0,0,4867,1092,69,0,3,0,110,0,1,0
0,0,0,0,0,0,4855,1080,63,0,2,0,33,0,1,0
1,0,1,1,0,0,4932,1083,53,0,5,0,51,3,2,0
0,0,0,0,0,0,4922,1079,3,0,0,0,9,0,0,0
0,0,0,0,0,0,4853,1090,113,0,3,1,77,3,2,2
0,0,0,0,0,0,4975,1099,44,0,4,1,34,0,2,0
0,0,0,0,0,0,4905,1109,248,0,10,2,250,1,2,1
1,0,1,1,0,0,4896,1102,270,0,3,3,304,1,2,2
0,0,0,0,0,0,4909,1065,315,0,5,3,335,2,6,0
1,0,1,1,0,0,4958,1065,233,0,7,3,218,1,5,0
0,0,0,0,0,0,4907,1091,38,0,4,1,36,1,0,0
0,0,0,0,0,0,4927,1105,158,0,7,1,194,0,2,2
0,0,0,0,0,0,4927,1074,16,0,2,0,10,0,0,0
0,0,0,0,0,0,4915,1089,361,0,6,7,353,2,6,3
0,0,0,0,0,0,4892,1084,20,0,0,0,23,0,0,0
0,0,0,0,0,0,4854,1117,68,0,3,1,57,1,0,0
0,0,0,0,0,0,4956,1086,372,0,7,1,342,3,2,5
0,0,0,0,0,0,4915,1091,46,0,0,0,33,0,1,2
0,0,0,0,0,0,4863,1109,196,0,8,1,182,3,0,0
0,0,0,0,0,0,4885,1083,176,0,6,4,176,1,2,4
0,0,0,0,0,0,4888,1088,134,0,3,1,123,2,1,2
0,0,0,0,0,0,4881,1108,216,0,4,1,215,1,5,0
0,0,0,0,0,0,4900,1089,27,0,1,0,24,1,1,0
1,0,1,1,0,0,4960,1087,184,0,2,0,220,0,2,1
0,0,0,0,0,0,4861,1089,244,0,8,7,231,3,1,3
0,0,0,0,0,0,4833,1119,26,0,1,0,23,1,1,1
1,0,1,1,1,0,4905,1096,331,0,7,2,277,4,1,2
0,0,0,0,0,0,4831,1119,22,0,1,0,11,1,0,0
0,0,0,0,0,0,4954,1110,12,0,0,0,8,0,0,0
0,0,0,0,0,0,4959,1108,100,0,0,1,72,1,1,0
1,0,1,1,0,0,4873,1106,307,0,6,6,311,2,1,1
0,0,0,0,0,0,4979,1082,2,0,0,0,3,0,0,0
1,0,1,1,0,0,4844,1098,123,0,4,1,126,3,3,3
