vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,4331,1657,107,0,2,0,74,0,0,1
0,0,0,0,0,0,4300,1681,21,0,0,0,17,0,0,0
2,0,2,2,0,0,4387,1634,290,0,13,1,234,6,5,0
0,0,0,0,0,0,4320,1672,74,0,2,1,50,2,1,0
0,0,0,0,0,0,4268,1689,22,0,2,1,21,0,0,0
0,0,0,0,0,0,4337,1667,63,0,2,2,60,1,1,1
0,0,0,0,0,0,4366,1670,12,0,2,0,8,0,0,0
3,0,3,3,2,0,4284,1660,251,0,6,6,285,1,3,2
0,0,0,0,0,0,4329,1674,13,0,1,2,15,0,0,0
0,0,0,0,0,0,4329,1667,258,0,7,2,214,4,2,2
1,0,1,1,0,0,4327,1672,154,0,4,3,140,0,2,3
0,0,0,0,0,0,4290,1691,219,0,5,1,136,2,4,0
0,0,0,0,0,0,4291,1695,77,0,4,2,61,1,1,1
2,0,2,2,1,0,4316,1662,193,0,8,2,193,1,6,3
1,0,1,1,0,0,4302,1650,227,0,6,3,221,2,2,0
2,0,2,2,0,0,4326,1684,242,0,6,0,297,0,5,1
0,0,0,0,0,0,4326,1667,6,0,1,0,1,0,0,0
2,0,2,2,0,0,4324,1653,418,0,8,8,437,1,2,2
0,0,0,0,0,0,4305,1676,234,0,8,0,232,0,6,3
0,0,0,0,0,0,4317,1687,59,0,2,1,40,0,1,0
0,0,0,0,0,0,4310,1664,54,0,1,0,29,1,2,0
0,0,0,0,0,0,4315,1641,108,0,3,2,112,1,1,0
3,0,3,3,0,0,4397,1645,302,0,13,2,252,5,2,2
0,0,0,0,0,0,4375,1645,362,0,5,6,357,3,5,1
2,0,2,2,1,0,4309,1690,289,0,7,7,206,2,4,0
0,0,0,0,0,0,4323,1661,13,0,2,1,11,0,1,0
0,0,0,0,0,0,4338,1649,3,0,0,0,1,0,0,0
0,0,0,0,0,0,4265,1664,83,0,2,1,80,2,1,2
3,0,3,3,1,1,4328,1655,312,0,10,5,310,4,9,1
1,0,1,1,0,0,4268,1690,138,0,3,1,161,1,1,0
0,0,0,0,0,0,4327,1694,30,0,0,1,13,1,1,0
0,0,0,0,0,0,4350,1702,102,0,3,2,92,2,1,1
1,0,1,1,0,0,4319,1660,320,0,9,4,346,4,3,1
0,0,0,0,0,0,4287,1673,11,0,2,2,8,0,0,0
4,0,4,4,2,0,4307,1669,244,0,3,0,217,1,3,0
0,0,0,0,0,0,4347,1702,243,0,8,2,216,4,2,2
3,0,3,3,0,0,4271,1699,223,0,7,5,250,0,2,2
2,0,2,2,0,0,4399,1649,180,0,7,1,140,1,3,0
1,0,1,1,0,1,4387,1620,69,0,4,0,54,1,2,0
1,0,1,1,0,0,4322,1651,68,0,1,1,90,2,0,1
0,0,0,0,0,0,4397,1654,40,0,2,2,21,0,1,1
1,0,1,1,0,0,4359,1666,120,0,5,2,78,1,0,0
4,0,4,4,0,0,4307,1644,450,0,13,7,432,6,5,6
1,0,1,1,0,0,4268,1666,328,0,9,3,363,2,2,4
0,0,0,0,0,0,4316,1703,42,0,1,0,26,0,1,0
1,0,1,1,1,0,4356,1641,217,0,7,4,134,4,3,1
6,0,6,6,0,0,4275,1662,652,0,13,6,553,4,6,3
0,0,0,0,0,0,4382,1692,7,0,1,0,1,0,0,0
0,0,0,0,0,0,4337,1677,213,0,7,1,230,1,1,0
0,0,0,0,0,0,4333,1667,14,0,0,0,12,0,0,0
3,0,3,3,0,0,4303,1668,331,0,12,3,267,2,2,7
4,0,4,4,2,0,4344,1678,385,0,7,3,360,1,5,4
0,0,0,0,0,0,4313,1686,33,0,0,2,7,0,1,0
0,0,0,0,0,0,4367,1661,259,0,3,2,213,4,7,1
1,0,1,1,0,0,4365,1633,86,0,4,3,65,3,0,0
1,0,1,1,1,0,4330,1672,309,0,15,1,363,4,8,5
2,0,2,2,0,0,4287,1686,166,0,5,4,160,2,2,0
3,0,3,3,1,0,4318,1650,256,0,6,5,256,1,3,0
1,0,1,1,0,1,4388,1655,249,0,4,1,274,1,4,2
3,0,3,3,0,2,4319,1680,244,0,7,4,222,3,6,2
0,0,0,0,0,0,4307,1668,36,0,2,0,18,0,0,0
1,0,1,1,0,0,4322,1643,325,0,10,7,292,5,4,3
1,0,1,1,0,0,4303,1672,211,0,2,2,186,1,5,1
2,0,2,2,1,0,4350,1637,327,0,8,9,334,4,6,1
2,0,2,2,0,0,4325,1662,178,0,5,2,205,1,5,1
1,0,1,1,0,0,4370,1674,343,0,6,2,283,2,2,1
