0	154	2039	627	335
0	158	2029	653	359
0	142	2021	617	353
0	152	2112	601	330
0	134	2071	582	349
0	154	2039	616	354
0	160	2090	620	356
0	151	2062	599	369
0	155	2117	623	337
0	154	2051	637	371
0	173	2095	600	371
0	173	2085	640	362
0	146	1990	668	363
0	139	2088	628	372
0	144	2050	655	344
0	160	2096	550	343
0	156	2132	609	345
0	162	2020	623	377
0	166	2034	654	351
0	176	2098	591	374
0	157	2013	613	374
0	147	2044	638	364
0	133	2057	630	370
0	150	2153	620	357
0	170	2056	641	365
0	172	2051	623	318
0	159	2148	642	312
0	164	2061	585	357
0	147	2080	611	361
0	163	1978	625	372
0	141	2023	660	323
0	176	2069	649	358
0	132	2066	611	337
0	174	2115	586	345
0	161	2086	611	317
0	156	2083	595	328
0	161	2063	647	352
0	170	2155	633	341
0	147	2079	641	285
0	175	2025	633	344
0	148	2104	585	355
0	171	2105	604	330
0	134	2017	654	325
0	160	2043	589	316
0	168	2057	628	357
0	139	2037	641	356
0	135	2049	618	326
0	169	2066	605	335
0	176	2088	614	358
0	164	2067	596	356
0	161	2079	628	349
0	171	2038	615	315
0	184	2090	629	311
0	150	2096	653	368
0	158	2097	584	335
0	172	2117	599	336
0	162	2086	620	347
0	178	2059	579	346
0	154	2066	620	355
0	137	2091	620	330
0	143	2047	648	320
0	159	2087	627	341
0	144	2096	639	347
0	170	2071	672	315
0	155	2028	633	350
0	180	2084	636	351
0	139	2071	582	356
0	166	2064	599	344
0	147	2056	658	367
0	153	2078	632	340
0	172	2037	638	355
0	165	2105	625	349
0	145	2084	574	335
0	156	2114	613	344
0	157	2037	613	302
0	165	2061	612	346
0	166	2067	631	354
0	147	2096	599	371
0	158	2054	634	336
0	153	2064	608	347
0	171	2101	585	348
0	159	2013	635	371
0	158	2062	620	369
0	152	2053	638	381
0	167	2078	616	356
0	161	2060	616	338
0	155	2034	646	339
0	151	2074	607	351
0	167	2087	593	353
0	134	2073	626	320
0	147	2092	622	342
0	158	2066	604	341
0	165	2114	616	322
0	149	2097	628	344
0	156	2041	640	341
0	185	1995	620	375
0	154	2084	652	326
0	173	2030	629	380
0	161	2081	618	345
0	168	2089	570	338
0	160	2076	636	361
0	148	2086	613	358
0	163	2064	635	335
0	171	2080	618	342
0	153	2028	639	340
0	147	2064	618	357
0	168	2089	590	339
0	153	2062	602	368
0	146	2023	605	361
0	137	2000	605	330
0	143	2059	627	334
0	155	2050	614	329
0	174	2118	608	339
0	159	2065	639	342
0	156	2049	654	339
0	170	2057	644	357
0	143	2030	616	373
0	148	2060	615	335
0	164	2065	623	360
0	172	2073	616	359
0	159	2031	632	343
0	153	2084	583	357
0	162	2071	635	325
0	163	2032	633	368
0	155	2067	669	351
0	151	2055	583	422
0	144	2135	627	378
0	168	2070	613	314
0	164	2042	611	304
0	160	2027	638	361
0	155	1989	629	361
0	156	2076	603	334
0	158	2081	610	335
0	140	2055	625	340
0	172	2040	612	336
0	147	2084	618	333
0	150	2130	637	316
0	179	2091	642	326
0	153	2110	574	394
0	156	2101	590	350
0	160	2025	637	337
0	150	2073	627	369
0	153	2073	646	343
0	153	2037	648	349
0	154	2098	567	341
0	157	2116	610	348
0	163	2099	611	358
0	151	2041	637	380
0	153	2047	587	378
0	159	2006	590	360
0	129	2052	645	341
0	178	2087	605	377
0	181	2064	606	351
0	158	2093	629	326
0	158	2062	653	341
0	152	2083	623	340
0	173	2080	618	342
0	138	2097	595	350
0	163	2112	624	313
0	160	2018	628	354
0	160	2088	589	340
0	147	2037	654	347
0	167	2047	639	359
0	140	2066	644	338
0	171	2026	642	343
0	154	2018	584	404
0	162	2120	566	354
0	161	2029	626	331
0	160	2054	594	355
0	150	2057	598	363
0	141	2059	630	380
0	153	2085	644	338
0	143	2067	635	344
0	140	2064	639	330
0	157	2077	584	358
0	140	2084	617	344
0	155	2065	646	348
0	153	1997	639	350
0	159	2000	624	338
0	132	2061	639	342
0	146	2025	655	374
0	160	2050	634	369
0	156	2016	624	364
0	136	2026	618	347
0	160	2100	591	354
0	168	2045	646	342
0	160	2053	631	357
0	156	2050	597	369
0	161	2103	594	354
0	175	1990	627	387
0	166	2080	611	368
0	149	2058	660	332
0	163	2106	619	341
0	165	2059	630	352
0	177	2078	626	344
0	150	2064	677	379
0	171	2010	644	316
0	141	2069	660	347
0	165	2068	595	354
0	156	2031	622	330
0	171	2136	631	353
0	155	2078	595	328
0	169	2099	598	338
0	169	2090	629	337
0	164	2073	681	323
0	169	2072	571	347
0	144	2053	616	333
0	150	2040	644	366
0	154	2080	591	363
0	169	2117	614	360
0	153	2086	593	338
0	158	2091	645	345
0	163	2048	638	323
0	160	2054	628	330
0	157	2046	627	337
0	123	2027	620	343
0	176	2057	636	338
0	155	2023	645	362
0	158	2072	622	386
0	178	2023	633	378
0	163	2154	618	344
0	151	2018	640	359
0	151	2042	660	366
0	160	2175	595	346
0	162	2050	631	350
0	159	2010	627	323
0	162	2107	594	317
0	148	2058	628	329
0	153	2129	621	352
0	156	2049	634	367
0	130	2056	650	324
0	146	2071	625	349
0	174	2053	596	359
0	151	2116	616	355
0	153	2064	615	357
0	153	2030	637	365
0	167	2041	650	298
0	148	2033	639	358
0	139	2055	603	349
0	156	2142	618	326
0	162	2059	671	363
0	145	2124	579	308
0	163	2086	604	350
0	158	2102	605	334
0	160	2021	598	324
0	155	2066	588	351
0	158	1975	633	390
0	164	2092	586	317
0	178	2011	624	318
0	162	2050	640	352
0	165	2039	613	355
0	154	2103	633	335
0	137	2038	616	351
0	149	2070	669	342
0	160	2029	624	362
0	141	2061	645	363
0	153	2089	641	323
0	138	2061	579	354
0	149	2021	612	381
0	148	1995	593	384
0	140	2115	627	338
0	159	2104	649	348
0	162	2012	612	387
0	155	2038	622	328
0	128	2078	635	347
0	171	2042	631	344
0	169	2049	601	352
0	146	2042	618	333
0	142	2072	630	344
0	152	2057	622	343
0	158	2099	567	326
0	171	2032	680	358
0	158	2020	648	368
0	184	2033	602	332
0	143	2091	596	362
0	156	2136	596	351
0	162	2134	648	347
0	139	2107	610	372
0	153	2038	648	369
0	141	2064	600	357
0	167	2121	636	329
0	140	2057	645	387
0	163	2020	617	348
0	147	2038	607	354
0	168	2083	623	354
0	146	2055	651	370
0	156	1984	626	330
0	171	2058	649	334
0	155	2012	630	361
0	161	1973	657	373
0	156	2017	616	315
0	153	2045	634	351
0	156	2102	611	362
0	170	2070	604	318
0	153	2044	637	320
0	150	2064	649	338
0	162	2058	593	363
0	154	2080	606	379
0	168	2087	626	352
0	156	2076	620	363
0	146	2063	593	344
0	144	2042	641	355
0	142	2054	549	359
0	154	2076	575	342
0	166	2073	611	326
0	165	2032	618	317
0	159	2054	622	355
0	176	2065	650	360
0	169	2069	654	333
0	181	2055	656	356
0	164	2108	614	367
0	144	2141	655	336
0	159	2045	597	342
0	142	2089	661	334
0	173	2030	634	353
0	141	2052	610	370
0	158	2114	654	327
0	141	2044	651	356
0	168	2084	609	335
0	165	2052	608	324
0	178	2016	597	376
0	164	2083	582	341
0	177	2068	631	337
0	145	2086	593	351
0	144	2054	624	351
0	166	2051	634	354
0	161	2011	612	375
0	155	2078	620	351
0	163	2047	654	353
0	169	1999	639	362
0	161	2026	616	347
0	160	2036	646	361
0	143	2036	628	350
0	143	2070	643	370
0	163	2037	640	344
0	152	2093	631	330
0	164	2082	579	354
0	148	2057	600	323
0	139	2136	605	321
0	146	2083	640	364
0	160	2021	634	341
0	177	2062	599	379
0	163	2026	640	342
0	153	2045	619	364
0	148	2017	585	354
0	151	2037	675	338
0	167	2054	634	324
0	159	2117	614	316
0	155	2129	628	333
