vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,4891,1097,19,0,0,1,15,0,1,0
0,0,0,0,0,0,4921,1060,17,0,2,1,10,0,2,0
1,0,1,1,0,0,4946,1080,186,0,3,3,166,1,1,1
0,0,0,0,0,0,4890,1104,5,0,0,1,1,0,0,0
1,0,1,1,0,0,4833,1121,372,0,9,4,329,3,7,1
0,0,0,0,0,0,4938,1067,4,0,0,0,2,0,0,0
1,0,1,1,1,0,4976,1059,134,0,1,1,96,0,1,1
0,0,0,0,0,0,4885,1062,278,0,10,0,327,3,2,1
0,0,0,0,0,0,4897,1106,275,0,4,2,345,0,7,1
0,0,0,0,0,0,4886,1113,3,0,0,0,1,0,0,0
0,0,0,0,0,0,4892,1105,105,0,5,2,98,2,0,1
0,0,0,0,0,0,4874,1109,28,0,1,0,28,0,1,0
1,0,1,1,1,0,4911,1075,46,0,3,0,34,0,0,0
0,0,0,0,0,0,4874,1106,180,0,0,2,178,1,2,0
0,0,0,0,0,0,4874,1080,232,0,5,4,226,1,2,1
1,0,1,1,0,0,4937,1074,258,0,6,2,282,0,7,0
0,0,0,0,0,0,4894,1099,148,0,4,1,154,2,2,1
0,0,0,0,0,0,4875,1104,12,0,0,0,4,0,0,0
2,0,2,2,0,1,4902,1076,143,0,1,1,247,1,2,3
0,0,0,0,0,0,4886,1116,237,0,4,1,243,2,3,0
0,0,0,0,0,0,4869,1105,108,0,3,0,110,1,4,0
0,0,0,0,0,0,4858,1098,230,0,1,1,286,0,4,1
1,0,1,1,0,0,4938,1110,36,0,1,2,36,2,0,0
1,0,1,1,0,0,4926,1095,83,0,0,2,72,2,0,0
0,0,0,0,0,0,4859,1144,124,0,6,1,125,1,1,0
0,0,0,0,0,0,4875,1108,6,0,1,0,1,0,0,0
1,0,1,1,1,0,4891,1094,69,0,2,0,46,1,0,1
0,0,0,0,0,0,4815,1116,9,0,0,1,5,0,0,0
2,0,2,2,0,0,4911,1075,297,0,4,1,283,1,1,2
0,0,0,0,0,0,4863,1097,23,0,1,0,17,0,1,0
0,0,0,0,0,0,4945,1078,117,0,1,0,114,0,3,0
1,0,1,1,0,0,4942,1107,98,0,4,2,93,2,2,0
0,0,0,0,0,0,4895,1088,215,0,3,2,229,0,4,1
3,0,3,3,1,0,4878,1078,129,0,2,2,125,1,4,1
1,0,1,1,0,0,4894,1084,204,0,5,3,225,2,7,0
0,0,0,0,0,0,4984,1069,134,0,4,0,129,0,0,0
0,0,0,0,0,0,4865,1109,70,0,4,3,42,0,1,0
1,0,1,1,1,0,4957,1093,68,0,0,0,46,0,0,0
0,0,0,0,0,0,4913,1095,114,0,1,3,101,0,0,0
0,0,0,0,0,0,4912,1064,1,0,0,0,3,0,0,0
2,0,2,2,0,0,4978,1069,139,0,1,2,116,1,2,0
0,0,0,0,0,0,4922,1104,229,0,4,3,209,2,6,1
0,0,0,0,0,0,4865,1092,56,0,2,0,77,2,1,1
0,0,0,0,0,0,4855,1080,30,0,2,0,15,0,0,0
0,0,0,0,0,0,4936,1083,162,0,4,3,169,0,3,0
0,0,0,0,0,0,4922,1079,3,0,0,0,9,0,0,0
0,0,0,0,0,0,4855,1090,28,0,0,1,21,1,0,1
0,0,0,0,0,0,4975,1099,144,0,3,0,139,0,4,0
1,0,1,1,0,1,4904,1109,161,0,1,1,180,1,4,0
2,0,2,2,0,0,4896,1102,194,0,1,3,236,0,1,2
0,0,0,0,0,0,4910,1065,110,0,2,1,70,1,2,2
0,0,0,0,0,0,4959,1065,165,0,8,0,226,1,0,0
0,0,0,0,0,0,4908,1091,41,0,3,1,39,0,0,0
0,0,0,0,0,0,4927,1105,21,0,2,0,13,0,0,0
0,0,0,0,0,0,4927,1074,32,0,1,1,26,0,0,0
1,0,1,1,0,0,4916,1089,212,0,2,1,229,0,4,3
0,0,0,0,0,0,4892,1084,20,0,0,0,23,0,0,0
0,0,0,0,0,0,4855,1117,8,0,0,0,7,0,0,0
1,0,1,1,0,0,4955,1086,329,0,8,1,337,2,5,3
0,0,0,0,0,0,4915,1091,213,0,5,3,209,0,3,5
1,0,1,1,0,1,4861,1109,267,0,5,3,278,5,3,1
1,0,1,1,0,0,4884,1083,91,0,5,0,89,1,1,1
0,0,0,0,0,0,4889,1088,172,0,3,0,159,2,3,0
2,0,2,2,1,0,4879,1108,203,1,2,3,237,1,4,0
0,0,0,0,0,0,4900,1089,27,0,1,0,24,1,1,0
1,0,1,1,1,0,4960,1087,202,0,0,2,277,0,1,2
1,0,1,1,0,0,4862,1089,367,0,9,8,382,2,2,3
0,0,0,0,0,0,4833,1119,26,0,1,0,23,1,1,1
2,0,2,2,0,0,4904,1096,155,0,2,0,264,2,2,1
0,0,0,0,0,0,4831,1119,50,0,2,0,30,1,0,1
0,0,0,0,0,0,4954,1110,12,0,0,0,8,0,0,0
1,0,1,1,0,0,4959,1108,205,0,2,2,251,0,2,0
2,0,2,2,1,0,4873,1106,329,0,8,2,312,2,2,4
0,0,0,0,0,0,4979,1082,2,0,0,0,3,0,0,0
1,0,1,1,0,0,4845,1098,178,0,3,2,203,1,2,4
