vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,4330,1657,211,0,6,2,178,1,4,1
0,0,0,0,0,0,4300,1681,21,0,0,0,17,0,0,0
0,0,0,0,0,0,4389,1634,191,0,12,1,148,6,3,1
0,0,0,0,0,0,4320,1672,74,0,2,1,50,2,1,0
0,0,0,0,0,0,4268,1689,22,0,2,1,21,0,0,0
0,0,0,0,0,0,4337,1667,95,0,2,2,89,1,1,1
0,0,0,0,0,0,4366,1670,12,0,2,0,8,0,0,0
0,0,0,0,0,0,4287,1660,231,0,6,5,265,1,4,2
0,0,0,0,0,0,4329,1674,13,0,1,2,15,0,0,0
0,0,0,0,0,0,4331,1667,213,0,6,2,170,2,2,1
1,0,1,1,1,0,4327,1672,160,0,3,3,166,0,3,3
0,0,0,0,0,0,4290,1691,179,0,4,0,143,2,4,0
0,0,0,0,0,0,4291,1695,72,0,4,2,60,1,1,1
0,0,0,0,0,0,4318,1662,136,0,8,2,94,1,2,2
1,0,1,1,1,0,4303,1650,193,0,3,1,188,1,2,0
0,0,0,0,0,0,4328,1684,58,0,2,0,83,0,0,0
0,0,0,0,0,0,4326,1667,6,0,1,0,1,0,0,0
1,0,1,1,0,1,4325,1653,337,0,4,4,356,1,4,2
0,0,0,0,0,0,4305,1676,201,0,4,2,209,0,5,1
0,0,0,0,0,0,4317,1687,59,0,2,1,40,0,1,0
0,0,0,0,0,0,4310,1664,59,0,1,0,33,1,2,0
0,0,0,0,0,0,4315,1641,216,0,5,3,256,1,1,1
1,0,1,1,0,0,4399,1645,178,0,5,2,165,5,1,2
0,0,0,0,0,0,4375,1645,253,0,4,3,204,3,1,0
1,0,1,1,0,0,4310,1690,214,0,6,5,182,3,2,1
0,0,0,0,0,0,4323,1661,13,0,2,1,11,0,1,0
0,0,0,0,0,0,4338,1649,3,0,0,0,1,0,0,0
1,0,1,1,0,1,4264,1664,94,0,2,1,95,2,1,2
2,0,2,2,0,1,4327,1655,258,0,10,2,225,5,8,2
0,0,0,0,0,0,4269,1690,80,0,1,1,100,1,1,1
0,0,0,0,0,0,4327,1694,30,0,0,1,13,1,1,0
0,0,0,0,0,0,4350,1702,103,0,3,3,95,2,1,1
0,0,0,0,0,0,4319,1660,366,0,6,5,404,5,3,2
0,0,0,0,0,0,4287,1673,11,0,2,2,8,0,0,0
1,0,1,1,0,0,4311,1669,110,0,1,3,138,0,0,0
0,0,0,0,0,0,4347,1702,238,0,8,2,212,4,2,2
2,0,2,2,0,0,4272,1699,137,0,6,4,120,0,2,2
1,0,1,1,0,0,4400,1649,158,0,4,0,127,1,2,0
1,0,1,1,0,1,4387,1620,69,0,4,0,54,1,2,0
2,0,2,2,0,0,4321,1651,126,0,1,1,126,2,3,2
0,0,0,0,0,0,4397,1654,40,0,2,2,21,0,1,1
1,0,1,1,0,0,4359,1666,103,0,5,2,70,1,0,0
2,0,2,2,0,0,4309,1644,458,0,12,10,453,6,3,3
0,0,0,0,0,0,4269,1666,261,0,5,3,245,1,3,1
0,0,0,0,0,0,4316,1703,42,0,1,0,26,0,1,0
1,0,1,1,1,0,4356,1641,235,0,7,4,153,4,5,1
3,0,3,3,0,0,4278,1662,495,0,13,4,435,3,4,5
0,0,0,0,0,0,4382,1692,7,0,1,0,1,0,0,0
0,0,0,0,0,0,4336,1677,326,1,7,2,393,3,2,0
0,0,0,0,0,0,4333,1667,14,0,0,0,12,0,0,0
0,0,0,0,0,0,4306,1668,145,0,8,1,96,2,0,4
2,0,2,2,0,0,4346,1678,203,0,3,4,206,1,2,3
0,0,0,0,0,0,4313,1686,33,0,0,2,7,0,1,0
0,0,0,0,0,0,4367,1661,212,0,3,1,198,4,5,1
1,0,1,1,0,0,4365,1633,82,0,4,3,64,3,0,0
0,0,0,0,0,0,4332,1672,369,0,16,0,388,4,6,5
0,0,0,0,0,0,4289,1686,190,0,6,5,170,2,2,0
1,0,1,1,0,0,4320,1650,207,0,5,4,215,1,3,0
1,0,1,1,1,0,4388,1655,205,0,3,2,221,0,3,4
1,0,1,1,0,1,4321,1680,223,0,6,3,192,3,8,3
0,0,0,0,0,0,4307,1668,36,0,2,0,18,0,0,0
3,0,3,3,0,0,4320,1643,402,0,11,7,343,5,4,3
0,0,0,0,0,0,4304,1672,132,0,2,2,136,1,2,0
0,0,0,0,0,0,4352,1637,270,0,7,5,250,4,4,0
0,0,0,0,0,0,4327,1662,146,0,4,1,128,1,2,1
0,0,0,0,0,0,4371,1674,456,0,8,5,394,2,9,2
0,0,0,0,0,0,4289,1664,7,0,0,0,3,0,0,0
0,0,0,0,0,0,4289,1663,228,0,5,2,231,0,2,3
0,0,0,0,0,0,4336,1668,143,0,5,3,100,1,2,2
0,0,0,0,0,0,4322,1628,87,0,4,0,98,0,1,0
0,0,0,0,0,0,4365,1698,108,0,2,1,102,1,3,0
1,0,1,1,0,0,4414,1651,270,0,11,4,277,2,3,1
0,0,0,0,0,0,4305,1678,1,0,0,0,2,0,0,0
0,0,0,0,0,0,4406,1654,46,0,3,0,38,1,1,0
0,0,0,0,0,0,4293,1652,14,0,3,3,13,0,0,0
0,0,0,0,0,0,4358,1656,145,0,2,0,182,1,4,1
0,0,0,0,0,0,4367,1663,18,0,1,2,24,3,1,0
4,0,4,4,2,0,4366,1653,510,0,7,9,456,6,7,1
0,0,0,0,0,0,4300,1701,305,0,7,2,329,4,5,3
0,0,0,0,0,0,4304,1667,21,0,0,0,10,2,0,0
1,0,1,1,0,0,4327,1677,268,0,1,3,266,0,6,1
0,0,0,0,0,0,4257,1671,4,0,0,0,3,0,0,0
0,0,0,0,0,0,4312,1662,5,0,2,0,4,0,0,0
0,0,0,0,0,0,4328,1666,239,0,7,5,212,2,2,2
1,0,1,1,0,0,4306,1665,229,0,6,0,172,2,3,0
0,0,0,0,0,0,4325,1650,69,0,1,6,57,3,0,0
0,0,0,0,0,0,4283,1658,37,0,4,1,36,0,1,1
0,0,0,0,0,0,4353,1643,49,0,0,0,26,0,1,0
2,0,2,2,0,0,4347,1654,293,0,3,3,350,4,3,2
2,0,2,2,0,0,4372,1643,422,0,10,1,435,2,3,4
0,0,0,0,0,0,4300,1707,153,0,4,2,158,1,0,2
0,0,0,0,0,0,4331,1635,73,0,3,1,65,1,2,3
0,0,0,0,0,0,4299,1704,63,0,1,2,41,2,2,0
0,0,0,0,0,0,4332,1672,26,0,2,0,14,1,0,0
0,0,0,0,0,0,4360,1668,141,0,3,1,105,2,2,2
